,title,id,vote_count,vote_average,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
2428,They,16028,74,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2429,Larry the Cable Guy: Health Inspector,15639,17,3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,The Adventures of Elmo in Grouchland,16112,14,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2431,Brooklyn's Finest,26390,293,6.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2432,55 Days at Peking,27759,36,6.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2433,Evil Dead,109428,1723,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2434,My Life in Ruins,23049,101,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2435,American Dreamz,9310,95,4.9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2436,Superman IV: The Quest for Peace,11411,318,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2437,How She Move,16988,6,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,Running Scared,7304,331,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2439,Bobby Jones: Stroke of Genius,24747,19,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,Shanghai Surprise,58048,15,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,The Illusionist,1491,1615,7.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2442,Roar,2989,19,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2443,Veronica Guerin,10629,59,6.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2444,Escobar: Paradise Lost,255343,271,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2445,Southland Tales,4723,153,5.2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2446,Dragon Hunters,10800,129,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2447,Damnation Alley,25763,27,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2448,The Apparition,79694,140,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2449,My Girl,4032,428,7.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2450,Fur: An Imaginary Portrait of Diane Arbus,18615,73,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2451,Wall Street,10673,546,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,Sense and Sensibility,4584,352,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2453,Becoming Jane,2977,317,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2454,Sydney White,10760,236,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,House of Sand and Fog,11093,199,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,Dead Poets Society,207,2705,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,Dumb and Dumber,8467,1859,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,When Harry Met Sally...,639,950,7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2459,The Verdict,24226,131,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,Road Trip,9285,542,5.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,Varsity Blues,14709,122,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2462,The Artist,74643,1049,7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2463,The Unborn,13788,365,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2464,Moonrise Kingdom,83666,1662,7.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2465,The Texas Chainsaw Massacre: The Beginning,10781,402,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2466,The Young Messiah,318850,30,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,The Master of Disguise,13908,78,3.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2468,Pan's Labyrinth,1417,3041,7.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2469,See Spot Run,39180,44,4.8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2470,Baby Boy,16161,55,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2471,The Roommate,49950,224,5.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2472,Joe Dirt,10956,242,5.5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2473,Double Impact,9594,215,5.3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2474,Hot Fuzz,4638,2199,7.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,The Women,13972,96,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2476,Vicky Cristina Barcelona,5038,1020,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2477,Arn: The Knight Templar,13491,76,6.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2478,Boys and Girls,10571,103,5.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2479,White Oleander,10994,108,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,Jennifer's Body,19994,837,5.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2481,Drowning Mona,25166,43,5.4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2482,Radio Days,30890,127,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,Remember Me,23169,948,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2484,How to Deal,17403,42,5.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2485,My Stepmother is an Alien,12120,131,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2486,Philadelphia,9800,988,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,The Thirteenth Floor,1090,378,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2488,The Cookout,18475,10,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,Meteor,40160,36,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2490,Duets,18074,34,5.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2491,Hollywood Ending,9689,113,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,Detroit Rock City,9781,100,6.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2493,Highlander,8009,624,6.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2494,Things We Lost in the Fire,3877,90,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,Steel,8854,48,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2496,The Immigrant,152599,250,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2497,The White Countess,18840,21,6.9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2498,Trance,68727,956,6.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2499,Soul Plane,12657,108,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2500,Welcome to the Sticks,8265,615,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Good,12410,29,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,Enter the Void,34647,387,7.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2503,Vamps,73935,91,4.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2504,Hachi: A Dog's Tale,28178,1717,7.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2505,Zulu,185567,172,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2506,The Homesman,264656,258,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2507,Juwanna Mann,35696,20,4.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,Ararat,16351,16,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2509,Madison,38717,3,5.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,Slow Burn,18777,16,5.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2511,Wasabi,2110,283,6.2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,Slither,9035,317,6.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2513,Beverly Hills Cop,90,961,6.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,Home Alone,771,2414,7.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2515,Three Men and a Baby,12154,253,5.8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2516,Tootsie,9576,421,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2517,Top Gun,744,1698,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2518,"Crouching Tiger, Hidden Dragon",146,927,7.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2519,American Beauty,14,3313,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,The King's Speech,45269,2752,7.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2521,Twins,9493,559,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,The Yellow Handkerchief,22556,52,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2523,The Color Purple,873,338,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,Tidal Wave,33196,48,6.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2525,The Imitation Game,205596,5723,8.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
2526,Private Benjamin,10765,102,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,Coal Miner's Daughter,16769,67,7.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2528,Diary of a Wimpy Kid,33217,355,5.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2529,Mama,132232,1401,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2530,National Lampoon's Vacation,11153,410,7.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2531,Bad Grandpa,208134,680,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,The Queen,1165,338,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,Beetlejuice,4011,1444,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2534,Why Did I Get Married?,17202,33,6.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,Little Women,9587,215,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2536,The Woman in Black,65086,1206,6.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2537,When a Stranger Calls,10053,268,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2538,Big Fat Liar,11870,197,5.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2539,The Deer Hunter,11778,921,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2540,Wag the Dog,586,270,6.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,The Lizzie McGuire Movie,18736,280,5.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2542,Snitch,134411,1138,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2543,Krampus,287903,584,5.9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2544,The Faculty,9276,492,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2545,What's Love Got to Do with It,15765,72,6.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2546,Cop Land,2142,382,6.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,Not Another Teen Movie,11397,431,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,End of Watch,77016,1170,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2549,The Skulls,11478,156,5.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2550,The Theory of Everything,266856,3311,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2551,Malibu's Most Wanted,13411,77,4.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,Where the Heart Is,10564,155,6.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2553,Lawrence of Arabia,947,851,7.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2554,Halloween II,24150,267,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2555,Wild,228970,951,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,The Last House on the Left,18405,440,6.2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2557,The Wedding Date,6961,230,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2558,Halloween: Resurrection,11442,228,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2559,The Princess Bride,2493,1486,7.6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2560,The Great Debaters,14047,151,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,Drive,64690,3725,7.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2562,Confessions of a Teenage Drama Queen,11132,221,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,The Object of My Affection,17127,72,5.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2564,28 Weeks Later,1562,1197,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2565,When the Game Stands Tall,232679,130,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,Because of Winn-Dixie,17880,61,6.1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2567,Love & Basketball,14736,88,7.4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2568,Grosse Pointe Blank,9434,275,6.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2569,All About Steve,23706,295,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,Book of Shadows: Blair Witch 2,11531,212,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2571,The Craft,9100,380,6.3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2572,Match Point,116,1105,7.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2573,Ramona and Beezus,38843,245,6.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2574,The Remains of the Day,1245,202,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2575,Boogie Nights,4995,796,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,Nowhere to Run,10413,119,5.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2577,Flicka,14012,52,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,The Hills Have Eyes 2,9793,351,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2579,Urban Legends: Final Cut,12212,100,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2580,Tuck Everlasting,13768,128,6.4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
2581,The Marine,8975,163,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2582,Keanu,342521,421,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,Country Strong,45272,80,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2584,Disturbing Behavior,9424,104,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2585,The Place Beyond the Pines,97367,1653,6.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,The November Man,254904,639,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2587,Eye of the Beholder,18681,42,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2588,The Hurt Locker,12162,1840,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2589,Firestarter,11495,173,5.9,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2590,Killing Them Softly,64689,742,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2591,A Most Wanted Man,157849,541,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2592,Freddy Got Fingered,13166,115,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,VeggieTales: The Pirates Who Don't Do Anything,15511,25,5.9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2594,Highlander: Endgame,12211,104,4.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2595,Idlewild,13816,17,5.1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2596,One Day,51828,978,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2597,Whip It,22798,357,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,Knockaround Guys,7501,97,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2599,Confidence,10743,126,6.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2600,The Muse,37718,31,5.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2601,De-Lovely,15237,32,6.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2602,New York Stories,9686,64,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2603,Barney's Great Adventure,17644,8,2.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2604,The Man with the Iron Fists,97430,358,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,Home Fries,12257,32,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2606,Here On Earth,13539,48,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2607,Brazil,68,861,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2608,Raise Your Voice,14024,211,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2609,The Big Lebowski,115,2926,7.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,Black Snake Moan,7874,243,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,Dark Blue,4911,85,6.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2612,A Mighty Heart,1988,95,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2613,Whatever It Takes,16222,37,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2614,Boat Trip,9557,146,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,The Importance of Being Earnest,9026,127,6.7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2616,The Love Letter,57943,3,4.7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2617,Hoot,18276,44,5.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2618,In Bruges,8321,1388,7.4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,Peeples,72359,26,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,The Rocker,10186,156,5.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2621,Post Grad,25704,100,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,Promised Land,133694,243,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Whatever Works,19265,350,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2624,The In Crowd,36047,15,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2625,The Three Burials of Melquiades Estrada,8053,177,7.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2626,Jakob the Liar,2290,90,6.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2627,Kiss Kiss Bang Bang,5236,886,7.2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2628,Idle Hands,6552,182,6.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2629,Mulholland Drive,1018,1477,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2630,Blood and Chocolate,10075,87,5.4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
2631,You Will Meet a Tall Dark Stranger,38031,251,5.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2632,Never Let Me Go,42188,737,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2633,Transsiberian,6687,195,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2634,The Clan of the Cave Bear,13853,27,4.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,Crazy in Alabama,31306,12,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,Funny Games,8461,545,6.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2637,Listening,331592,31,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2638,Felicia's Journey,47692,23,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,Metropolis,19,657,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2640,District B13,10045,565,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2641,Things to Do in Denver When You're Dead,400,85,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,The Assassin,253450,157,6.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2643,Buffalo Soldiers,9104,93,6.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2644,The Return,11190,100,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2645,Ong Bak 2,16353,152,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2646,Centurion,23759,386,5.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,Silent Trigger,24206,22,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2648,The Midnight Meat Train,10185,290,6.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2649,Winnie Mandela,75033,5,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,The Son of No One,74536,92,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2651,All The Queen's Men,31668,7,6.1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2652,The Good Night,13501,41,5.7,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2653,Bathory: Countess of Blood,15208,31,5.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2654,Khumba,172391,72,5.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2655,Automata,262543,670,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2656,Dungeons & Dragons: Wrath of the Dragon God,9288,36,4.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
